timestamp,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,hour,day,dayofweek,month,lag_1,lag_24,rolling_mean_3,rolling_mean_24
2006-12-17 17:00:00,0.542259839864668,0.2627052384675528,0.2448426430038832,0.533131339744434,0.0,0.0116521015397419,0.8952972493345163,17,17,6,12,0.5284180206541432,0.6821848966816592,0.5135646399241044,0.38081695499027485
2006-12-17 18:00:00,0.5920378106836899,0.2057496842485114,0.2515212347974156,0.5821367408773547,0.0,0.0,0.8961845607808339,18,17,6,12,0.542259839864668,0.5809106339690359,0.5542385570675004,0.3812805873533855
2006-12-17 19:00:00,0.4568143241683192,0.4404883623022795,0.1963740323853109,0.4543538400737715,0.0,0.0129005409904286,0.888198757763975,19,17,6,12,0.5920378106836899,0.5411396926453191,0.5303706582388924,0.3777670303335104
2006-12-17 20:00:00,0.5344988198448939,0.4519155590304926,0.3477945024644384,0.5239098932946911,0.0,0.0278818143986683,0.911268855368234,20,17,6,12,0.4568143241683192,0.5185652971533402,0.5277836515656343,0.37843092711232523
2006-12-17 21:00:00,0.4795087354337998,0.4455403861189631,0.4732895384351003,0.4622579370306942,0.0,0.0299625468164794,0.9316770186335402,21,17,6,12,0.5344988198448939,0.482200517782337,0.49027395981567096,0.37831876951446947
2006-12-17 22:00:00,0.2184287077730216,0.3867203945390029,0.6180236055022217,0.2119615333948096,0.0,0.0104036620890553,0.1330967169476486,22,17,6,12,0.4795087354337998,0.3353812215319727,0.41081208768390515,0.37344574810784653
2006-12-17 23:00:00,0.0332157940757928,0.3622421362843568,0.7840119980315734,0.038598340139639,0.0,0.0199750312109862,0.0,23,17,6,12,0.2184287077730216,0.3116295284523108,0.24371774576087143,0.3618451758421583
2006-12-18 00:00:00,0.0055493007652434,0.1407950923197209,0.7312159723795322,0.0080358319062047,0.0,0.0008322929671244,0.0,0,18,0,12,0.0332157940757928,0.2809169205095526,0.0857312675380193,0.3503715250194787
2006-12-18 01:00:00,0.0118815615766643,0.2361219702892885,0.6802165269760412,0.0156764589645633,0.0,0.0145651269246774,0.0,1,18,0,12,0.0055493007652434,0.5324242614743653,0.016882218805900205,0.3286822458570745
2006-12-18 02:00:00,0.0069380547157626,0.1588380345221627,0.8382374766639842,0.0093531813990251,0.0,0.0,0.0,2,18,0,12,0.0118815615766643,0.2303045543128525,0.008122972352556804,0.31937530837386247
2006-12-18 03:00:00,0.0113043428564897,0.2286642208456125,0.7839104521914368,0.015017784218153,0.0,0.0141489804411152,0.0,3,18,0,12,0.0069380547157626,0.2431519571143635,0.01004131971630557,0.3097149911131177
2006-12-18 04:00:00,0.1341319144801888,0.1063932158537319,0.773373118472751,0.1247529969700961,0.0,0.0016645859342488,0.668145519077196,4,18,0,12,0.0113043428564897,0.3380615738068431,0.050791437350813734,0.3012179219745071
