timestamp_utc,Aggregate,Fridge_Freezer,Washing_Machine,Dishwasher,Television,Microwave,Toaster,HiFi,Kettle,Overhead_Fan
2013-09-17 22:00:00,277.6432748538012,33.08187134502924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-17 23:00:00,93.30717863105176,34.347245409015024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-18 00:00:00,93.64666666666666,34.17166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-18 01:00:00,63.625,4.184121621621622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-18 02:00:00,91.04515050167224,31.5752508361204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-18 03:00:00,94.70568561872908,35.53511705685619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-18 04:00:00,65.49161073825503,5.973154362416107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-18 05:00:00,91.565,31.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-18 06:00:00,576.010101010101,44.9057239057239,0.0,0.0,7.478114478114478,0.0,0.0,0.0,98.52020202020202,0.0
2013-09-18 07:00:00,619.7738927738927,31.902097902097903,0.0,0.0,29.13986013986014,17.23076923076923,0.0,0.0,0.0,0.0
2013-09-18 08:00:00,97.18760469011724,24.279731993299837,0.0,0.0,8.78894472361809,0.0,0.0,0.0,0.0,0.0
2013-09-18 09:00:00,102.9610829103215,40.72419627749577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-18 10:00:00,66.09915966386555,4.625210084033614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-18 11:00:00,97.845,36.81666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-18 12:00:00,263.0769230769231,37.75083612040134,0.0,19.145484949832777,0.0,0.0,0.0,0.0,140.38795986622074,0.0
2013-09-18 13:00:00,913.2975,6.2325,0.0,783.0975,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-18 14:00:00,752.3253424657535,32.81678082191781,0.0,502.2260273972603,0.0,0.0,0.0,0.0,80.00342465753425,0.0
2013-09-18 15:00:00,326.98823529411766,86.74957983193278,0.0,1.0823529411764703,0.0,0.0,0.0,0.0,85.55798319327731,0.0
2013-09-18 16:00:00,893.6170568561873,86.8361204013378,0.0,0.0,0.0,8.608695652173912,0.0,0.0,26.918060200668897,0.0
2013-09-18 17:00:00,311.8636363636364,25.12062937062937,0.0,0.0,0.0,0.0,42.56118881118881,0.0,0.0,0.0
2013-09-18 18:00:00,315.4129930394432,32.29930394431555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-18 19:00:00,505.4236641221374,51.34351145038168,0.0,0.0,0.0,0.0,94.293893129771,0.0,187.72519083969465,0.0
2013-09-18 20:00:00,368.9857142857143,39.44107142857143,0.0,0.0,0.0,37.017857142857146,0.0,0.0,90.83571428571427,0.0
2013-09-18 21:00:00,229.77374784110532,35.95509499136442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-18 22:00:00,196.10552763819092,7.001675041876047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-18 23:00:00,191.72666666666663,37.28833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-19 00:00:00,100.13166666666666,39.156666666666666,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
2013-09-19 01:00:00,65.70833333333333,5.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-19 02:00:00,95.43456375838926,35.91275167785235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-19 03:00:00,99.1936026936027,39.62626262626262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-19 04:00:00,151.23478260869564,2.2556521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-19 05:00:00,215.73166666666663,40.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-19 06:00:00,455.7268128161889,22.745362563237773,0.0,0.0,8.220910623946038,0.0,0.0,0.0,143.01011804384487,0.0
2013-09-19 07:00:00,829.3411764705883,23.91932773109244,0.0,0.0,28.038655462184877,0.0,0.0,0.0,0.0,0.0
2013-09-19 08:00:00,224.74704890387855,57.74198988195616,0.0,0.0,16.05902192242833,0.0,0.0,0.0,54.767284991568296,0.0
2013-09-19 09:00:00,188.17032040472176,10.131534569983137,0.0,0.0,18.00337268128162,0.0,49.49915682967959,0.0,0.0,0.0
2013-09-19 10:00:00,113.62414965986396,53.624149659863946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-19 11:00:00,62.68173258003767,3.2467043314500943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-19 12:00:00,755.5862068965517,52.293103448275865,0.0,516.7034482758621,0.0,0.0,0.0,0.0,56.61206896551724,0.0
2013-09-19 13:00:00,780.5520134228188,26.296979865771814,0.0,538.6476510067114,0.0,4.555369127516778,0.0,0.0,129.1493288590604,0.0
2013-09-19 14:00:00,685.8851351351351,52.06587837837838,0.0,513.9358108108108,0.0,11.298986486486486,0.0,0.0,0.0,0.0
2013-09-19 15:00:00,123.6186440677966,51.21186440677966,0.0,0.0,3.105084745762712,0.0,0.0,0.0,0.0,0.0
2013-09-19 16:00:00,230.22278056951424,4.256281407035176,0.0,0.0,34.619765494137354,0.0,0.0,0.2814070351758794,0.0,0.0
2013-09-19 17:00:00,145.485,49.585,0.0,0.0,0.0,0.0266666666666666,0.0,7.155,0.0,0.0
2013-09-19 18:00:00,192.99001663893512,25.402662229617302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-19 19:00:00,407.0567612687813,89.71452420701169,0.0,0.0,2.654424040066778,77.97996661101837,0.0,0.0,0.0,0.0
2013-09-19 20:00:00,379.6168067226891,87.83361344537815,0.0,0.0,46.31428571428572,0.0,33.88067226890756,0.0,68.81344537815126,0.0
2013-09-19 21:00:00,148.0,15.18663594470046,0.0,0.0,2.2557603686635943,0.0,0.0,0.0,0.0,0.0
2013-09-19 22:00:00,157.92333333333335,66.27833333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-19 23:00:00,90.115,15.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-20 00:00:00,105.7762938230384,41.56427378964941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-20 01:00:00,102.63545150501672,36.97324414715719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-20 02:00:00,76.98336106489185,15.193011647254576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-20 03:00:00,108.05527638190956,47.15410385259632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-20 04:00:00,65.09348914858097,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-20 05:00:00,104.2804674457429,42.61936560934892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
