DateTime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2006-12-16,3.032676767676768,0.08818686868686867,236.2440404040404,12.985858585858585,0.0,546.0,4926.0
2006-12-17,2.3472541666666666,0.15688055555555555,240.09216666666666,9.965694444444445,2033.0,4063.0,13341.0
2006-12-18,1.5299819444444445,0.1119375,241.23319444444445,6.4188888888888895,1063.0,2621.0,14018.0
2006-12-19,1.1438944444444445,0.10468055555555557,241.9993125,4.867083333333333,839.0,6895.0,6197.0
2006-12-20,1.5430555555555556,0.11180416666666666,242.30777083333334,6.457222222222222,0.0,2648.0,14063.0
2006-12-21,1.192123611111111,0.09971250000000001,241.04414583333335,5.026111111111112,1765.0,2622.0,10421.0
2006-12-22,1.6055166666666667,0.12970416666666668,241.18581944444446,6.780694444444445,3150.0,350.0,11131.0
2006-12-23,3.248569444444444,0.1521263888888889,240.1360763888889,13.752638888888889,2669.0,425.0,14726.0
2006-12-24,1.7668777777777778,0.10409722222222223,241.68729861111112,7.622916666666667,1695.0,4657.0,6891.0
2006-12-25,1.8905569444444446,0.16591666666666666,243.3849166666667,7.894027777777778,6089.0,1957.0,5795.0
2006-12-26,2.7305180555555557,0.11374444444444444,241.6254027777778,11.341666666666667,1085.0,2530.0,14979.0
2006-12-27,1.0616013888888889,0.12423749999999999,243.69906250000003,4.5175,0.0,314.0,6976.0
2006-12-28,1.4051902777777778,0.1441638888888889,243.24055555555557,5.937638888888889,2207.0,3861.0,9176.0
2006-12-29,2.183695833333333,0.13636805555555556,240.88606944444444,9.174583333333333,1252.0,4355.0,11329.0
2006-12-30,1.8969361111111112,0.21402361111111112,240.55650694444444,8.096666666666668,3147.0,6712.0,12515.0
2006-12-31,2.424745833333333,0.10475833333333334,239.8965763888889,10.1925,0.0,347.0,6502.0
2007-01-01,1.9090305555555556,0.10289305555555556,240.12897916666665,7.916944444444444,0.0,352.0,5880.0
2007-01-02,0.8814138888888889,0.129075,241.94269444444444,3.7140277777777775,0.0,348.0,6562.0
2007-01-03,0.7042041666666666,0.13661666666666666,243.5570902777778,3.0140277777777778,0.0,344.0,4765.0
